,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
92683,2025-12-29,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92684,2025-12-29,ASI,Customer,Not meet expectation,"Can not be a loan, while the limit is available",Loan
92685,2025-12-29,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92686,2025-12-29,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
92687,2025-12-29,ASI,Customer,Not meet expectation,How to apply for a loan,Loan
92688,2025-12-29,ASI,Customer,Not meet expectation,The time payment of installment funds,Loan
92689,2025-12-29,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92690,2025-12-29,ASI,Customer,Not meet expectation,Can't make loans,Loan
92691,2025-12-29,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
92692,2025-12-29,ASI,Customer,Not meet expectation,Official Store Products - Delivery Estimates,Produk Official Store
92693,2025-12-29,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
92694,2025-12-29,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
92695,2025-12-29,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92696,2025-12-29,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
92697,2025-12-29,ASI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
92698,2025-12-29,ASI,Customer,Not meet expectation,How to choose the desired product in the Akulaku application,Merchant Online
92699,2025-12-29,ASI,Customer,Not meet expectation,Repayment of loan bills,Loan
92700,2025-12-29,ASI,Customer,Not meet expectation,Already paid off the loan but the bill appeared,Loan
92701,2025-12-29,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92702,2025-12-29,ASI,Customer,Not meet expectation,How to increase loan limit,Loan
92703,2025-12-29,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
92704,2025-12-29,ASI,Customer,Not meet expectation,Want a loan application,Loan
92705,2025-12-30,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92706,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92707,2025-12-30,AFI,Customer,Not meet expectation,PAYMENT CLICK INDOMARET FAILED,Akulaku Paylater
92708,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92709,2025-12-30,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92710,2025-12-30,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92711,2025-12-30,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92712,2025-12-30,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
92713,2025-12-30,AFI,Customer,Not meet expectation,Pay method cannot be chosen,Installment/Payment Gateway
92714,2025-12-30,AFI,Customer,Not meet expectation,Time to pay bills,Installment/Payment Gateway
92715,2025-12-30,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92716,2025-12-30,AFI,Customer,Not meet expectation,Elimination of fines,Installment/Payment Gateway
92717,2025-12-30,AFI,Customer,Not meet expectation,Pay method cannot be chosen,Installment/Payment Gateway
92718,2025-12-30,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
92719,2025-12-30,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92720,2025-12-30,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
92721,2025-12-30,AFI,Customer,Not meet expectation,Fines charged for Akulaku In-Store Installment bills,Akulaku Paylater
92722,2025-12-30,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
92723,2025-12-30,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92724,2025-12-30,AFI,Customer,Not meet expectation,How to use offline payments,Akulaku Paylater
92725,2025-12-30,AFI,Customer,Not meet expectation,How to pay Paylater bills,Installment/Payment Gateway
92726,2025-12-30,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92727,2025-12-30,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
92728,2025-12-30,AFI,Customer,Not meet expectation,Block permanent limit,Account Security
92729,2025-12-30,AFI,Customer,Not meet expectation,There is no bill but billed by collectors,Collection
92730,2025-12-30,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92731,2025-12-30,AFI,Customer,Not meet expectation,How to submit akulaku paylater,Akulaku Paylater
92732,2025-12-30,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92733,2025-12-30,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92734,2025-12-30,AFI,Customer,Not meet expectation,Can't use the barcode feature,Akulaku Paylater
92735,2025-12-30,AFI,Customer,Not meet expectation,Payment constraints with OVO,Installment/Payment Gateway
92736,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
92737,2025-12-30,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92738,2025-12-30,AFI,Customer,Not meet expectation,How to check the bill,Installment/Payment Gateway
92739,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
92740,2025-12-30,AFI,Customer,Not meet expectation,How to check bill payment history,Installment/Payment Gateway
92741,2025-12-30,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92742,2025-12-30,AFI,Customer,Not meet expectation,Request for cancellation of Blibli orders that have been paid off,Akulaku Paylater
92743,2025-12-30,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92744,2025-12-30,AFI,Customer,Not meet expectation,How to pay installment bills,Installment/Payment Gateway
92745,2025-12-30,AFI,Customer,Not meet expectation,Definition of maturity,Installment/Payment Gateway
92746,2025-12-30,AFI,Customer,Not meet expectation,How to pay installment bills,Installment/Payment Gateway
92747,2025-12-30,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
92748,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
92749,2025-12-30,AFI,Customer,Not meet expectation,Please approve Paylater,Submission of Limit/Credit Points
92750,2025-12-30,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
92751,2025-12-30,AFI,Customer,Not meet expectation,Changes to due date,Collection
92752,2025-12-30,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92753,2025-12-30,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92754,2025-12-30,AFI,Customer,Not meet expectation,Field Collection Process,Collection
92755,2025-12-30,AFI,Customer,Not meet expectation,Understanding Advances,Installment/Payment Gateway
92756,2025-12-30,AFI,Customer,Not meet expectation,Changes to due date,Collection
92757,2025-12-30,AFI,Customer,Not meet expectation,Lazada Paylater account frozen,Akulaku Paylater
92758,2025-12-30,AFI,Customer,Not meet expectation,Changes to due date,Collection
92759,2025-12-30,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92760,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92761,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92762,2025-12-30,AFI/ASI,Customer,Issue not clear,WA CS Number,No Category
92763,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92764,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92765,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92766,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92767,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92768,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92769,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92770,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92771,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92772,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92773,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92774,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92775,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92776,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92777,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92778,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92779,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92780,2025-12-30,AFI/ASI,Customer,Issue not clear,Job Vacancy Information,No Category
92781,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92782,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92783,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92784,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92785,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92786,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92787,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92788,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92789,2025-12-30,AFI/ASI,Customer,Issue not clear,WA CS Number,No Category
92790,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92791,2025-12-30,AFI/ASI,Customer,Issue not clear,Code number,No Category
92792,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92793,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92794,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92795,2025-12-30,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
92796,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92797,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92798,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92799,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92800,2025-12-30,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
92801,2025-12-30,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92802,2025-12-30,ASI,Customer,Not meet expectation,MERCHANT ONLINE - Successful transactions but have not been received,Merchant Online
92803,2025-12-30,ASI,Customer,Not meet expectation,Refund in verification,Refund
92804,2025-12-30,ASI,Customer,Not meet expectation,Top Up Funds Cannot Use Akulaku Paylater Limit,Voucher
92805,2025-12-30,ASI,Customer,Not meet expectation,Payment of Flexi Fund Product Bills,Loan
92806,2025-12-30,ASI,Customer,Not meet expectation,Insurance for Flexi Fund Products,Loan
92807,2025-12-30,ASI,Customer,Not meet expectation,,Loan
92808,2025-12-30,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92809,2025-12-30,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92810,2025-12-30,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92811,2025-12-30,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92812,2025-12-30,ASI,Customer,Not meet expectation,Loan application break after being rejected,Loan
92813,2025-12-30,ASI,Customer,Not meet expectation,"Already paid the loan bill, but can't apply for a loan",Loan
92814,2025-12-30,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
92815,2025-12-30,ASI,Customer,Not meet expectation,Estimated loan approval,Loan
92816,2025-12-30,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
92817,2025-12-30,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
92818,2025-12-30,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
92819,2025-12-30,ASI,Customer,Not meet expectation,Loan application verification status,Loan
92820,2025-12-30,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
92821,2025-12-30,ASI,Customer,Not meet expectation,How to check the due loan,Loan
92822,2025-12-30,ASI,Customer,Not meet expectation,How to Change Account Number,Loan
92823,2025-12-30,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92824,2025-12-30,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92825,2025-12-30,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92826,2025-12-30,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
92827,2025-12-30,ASI,Customer,Not meet expectation,The loan is rejected notif not paying on time,Loan
92828,2025-12-30,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
92829,2025-12-30,ASI,Customer,Not meet expectation,"Late Pay, Cannot Submit a Loan",Loan
92830,2025-12-30,ASI,Customer,Not meet expectation,"Failed loan, previously successful",Loan
92831,2025-12-30,ASI,Customer,Not meet expectation,Already paid off the loan but the bill appeared,Loan
92832,2025-12-30,ASI,Customer,Not meet expectation,Loan limit does not rise,Loan
92833,2025-12-30,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
92834,2025-12-30,ASI,Customer,Not meet expectation,Installment loan application constraints,Loan
92835,2025-12-30,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
92836,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92837,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92838,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92839,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92840,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92841,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92842,2025-12-30,ASI,Customer,Not meet expectation,Facial verification constraints,Bug
92843,2025-12-30,ASI,Customer,Not meet expectation,Loan bill payment has not been received,Loan
92844,2025-12-30,ASI,Customer,Not meet expectation,Double Pay Loan,Loan
92845,2025-12-30,ASI,Customer,Not meet expectation,Repayment of loan bills,Loan
92846,2025-12-30,ASI,Customer,Not meet expectation,Change job data,Data Update
92847,2025-12-30,ASI,Customer,Not meet expectation,Changes to missing telephone numbers,Data Update
92848,2025-12-30,ASI,Customer,Not meet expectation,Pull a frozen balance,Refund
92849,2025-12-30,ASI,Customer,Not meet expectation,Cancellation of electronic money,Voucher
92850,2025-12-30,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
92851,2025-12-30,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
92852,2025-12-30,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92853,2025-12-30,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
92854,2025-12-30,ASI,Customer,Not meet expectation,"Already paid the loan bill, but it still appears",Loan
92855,2025-12-30,ASI,Customer,Not meet expectation,Unable to pay loan,Loan
92856,2025-12-30,ASI,Customer,Not meet expectation,Cannot apply for a loan again,Loan
92857,2025-12-30,ASI,Customer,Not meet expectation,Estimated loan approval,Loan
92858,2025-12-30,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
92859,2025-12-30,ASI,Customer,Not meet expectation,There is no verification of loan applications,Loan
92860,2025-12-30,ASI,Customer,Not meet expectation,"Never had a loan, but was sent a loan agreement letter",Loan
92861,2025-12-30,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
92862,2025-12-30,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
92863,2025-12-30,ASI,Customer,Not meet expectation,Extend Loan Due Date,Loan
92864,2025-12-30,ASI,Customer,Not meet expectation,Loan fine relief/discount,Loan
92865,2025-12-30,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92866,2025-12-30,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92867,2025-12-30,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92868,2025-12-30,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
92869,2025-12-30,ASI,Customer,Not meet expectation,Loan limit decreases,Loan
92870,2025-12-30,ASI,Customer,Not meet expectation,Change the loan tenor,Loan
92871,2025-12-30,ASI,Customer,Not meet expectation,Check the loan status,Loan
92872,2025-12-30,ASI,Customer,Not meet expectation,Can't make loans,Loan
92873,2025-12-30,ASI,Customer,Not meet expectation,Can't submit a loan,Loan
92874,2025-12-30,ASI,Customer,Not meet expectation,Cannot apply for a loan,Loan
92875,2025-12-30,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
92876,2025-12-30,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
92877,2025-12-30,ASI,Customer,Not meet expectation,Loan status has not been successful,Loan
92878,2025-12-30,ASI,Customer,Not meet expectation,Loan application tenor,Loan
92879,2025-12-30,ASI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
92880,2025-12-30,ASI,Customer,Not meet expectation,How to check the loan limit,Loan
92881,2025-12-30,ASI,Customer,Not meet expectation,Check the remaining installment fund bill,Loan
92882,2025-12-30,ASI,Customer,Not meet expectation,Loans do not pass verification,Loan
92883,2025-12-30,ASI,Customer,Not meet expectation,How to pay a loan bill,Loan
92884,2025-12-30,ASI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
92885,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92886,2025-12-30,ASI,Customer,Not meet expectation,Loan application is rejected,Loan
92887,2025-12-30,ASI,Customer,Not meet expectation,Loan bill payment has not been received (in estimation),Loan
92888,2025-12-30,ASI,Customer,Not meet expectation,Constraints to Pay Loan Bills in Click Indomaret,Loan
92889,2025-12-31,AFI,Customer,Not meet expectation,How to Pay Lazada Paylater Bill,Akulaku Paylater
92890,2025-12-31,AFI,Customer,Not meet expectation,How to check the bill,Installment/Payment Gateway
92891,2025-12-31,AFI,Customer,Not meet expectation,Constraints to Pay down payment on Indomaret Click,Installment/Payment Gateway
92892,2025-12-31,AFI,Customer,Not meet expectation,Submission of Akulaku Paylater was rejected,Akulaku Paylater
92893,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92894,2025-12-31,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92895,2025-12-31,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
92896,2025-12-31,AFI,Customer,Not meet expectation,Pay bills using gopay,Installment/Payment Gateway
92897,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92898,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92899,2025-12-31,AFI,Customer,Not meet expectation,Not due but contacted,Collection
92900,2025-12-31,AFI,Customer,Not meet expectation,Loan bill payments have not been updated,Installment/Payment Gateway
92901,2025-12-31,AFI,Customer,Not meet expectation,Credit Score Check,Submission of Limit/Credit Points
92902,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92903,2025-12-31,AFI,Customer,Not meet expectation,Installment Bill Next Month has not yet appeared,Installment/Payment Gateway
92904,2025-12-31,AFI,Customer,Not meet expectation,Using Qris Akulaku Paylater,Akulaku Paylater
92905,2025-12-31,AFI,Customer,Not meet expectation,PAYMENT CLICK INDOMARET FAILED,Akulaku Paylater
92906,2025-12-31,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92907,2025-12-31,AFI,Customer,Not meet expectation,How to pay installment bills,Installment/Payment Gateway
92908,2025-12-31,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92909,2025-12-31,AFI,Customer,Not meet expectation,Not getting a credit limit,Submission of Limit/Credit Points
92910,2025-12-31,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92911,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92912,2025-12-31,AFI,Customer,Not meet expectation,Changes to due date,Collection
92913,2025-12-31,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92914,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92915,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
92916,2025-12-31,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92917,2025-12-31,AFI,Customer,Not meet expectation,Submission of Akulaku Paylater was rejected,Akulaku Paylater
92918,2025-12-31,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
92919,2025-12-31,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
92920,2025-12-31,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92921,2025-12-31,AFI,Customer,Not meet expectation,How to submit akulaku paylater,Akulaku Paylater
92922,2025-12-31,AFI,Customer,Not meet expectation,Constraints to Pay Installments in Indomaret Click,Installment/Payment Gateway
92923,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92924,2025-12-31,AFI,Customer,Not meet expectation,Credit limit application status,Submission of Limit/Credit Points
92925,2025-12-31,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92926,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92927,2025-12-31,AFI,Customer,Not meet expectation,PAYMENT CLICK INDOMARET FAILED,Akulaku Paylater
92928,2025-12-31,AFI,Customer,Not meet expectation,Request for Bill Payment Code,Installment/Payment Gateway
92929,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92930,2025-12-31,AFI,Customer,Not meet expectation,"The Tiktok Dana transaction was returned, but the bill appeared",Akulaku Paylater
92931,2025-12-31,AFI,Customer,Not meet expectation,Credit limit is less than income,Submission of Limit/Credit Points
92932,2025-12-31,AFI,Customer,Not meet expectation,Postponement of bill payments,Collection
92933,2025-12-31,AFI,Customer,Not meet expectation,Changes to due date,Collection
92934,2025-12-31,AFI,Customer,Not meet expectation,Cannot make credit applications in the Akulaku application,Submission of Limit/Credit Points
92935,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay Akulaku paylater bill via BCA,Installment/Payment Gateway
92936,2025-12-31,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92937,2025-12-31,AFI,Customer,Not meet expectation,Submission of Akulaku Paylater was rejected,Akulaku Paylater
92938,2025-12-31,AFI,Customer,Not meet expectation,Credit Score Evaluation,Submission of Limit/Credit Points
92939,2025-12-31,AFI,Customer,Not meet expectation,Cannot pay VA MANDIRI,Installment/Payment Gateway
92940,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92941,2025-12-31,AFI,Customer,Not meet expectation,PAYMENT CLICK INDOMARET FAILED,Akulaku Paylater
92942,2025-12-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
92943,2025-12-31,AFI,Customer,Not meet expectation,Paylater submission failed,Submission of Limit/Credit Points
92944,2025-12-31,AFI,Customer,Not meet expectation,Changes to due date,Collection
92945,2025-12-31,AFI,Customer,Not meet expectation,Payment akulaku paylater is not appropriate,Akulaku Paylater
92946,2025-12-31,AFI,Customer,Not meet expectation,Credit limit complaints reduced,Submission of Limit/Credit Points
92947,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92948,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92949,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92950,2025-12-31,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
92951,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92952,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92953,2025-12-31,AFI/ASI,Customer,Issue not clear,Customer service number,No Category
92954,2025-12-31,AFI/ASI,Customer,Issue not clear,Job Vacancy Information,No Category
92955,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92956,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92957,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92958,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92959,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92960,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92961,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92962,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92963,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92964,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92965,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92966,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92967,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92968,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92969,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92970,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92971,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92972,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92973,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92974,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92975,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92976,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92977,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92978,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92979,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92980,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92981,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92982,2025-12-31,AFI/ASI,Customer,Issue not clear,Chit-chat,No Category
92983,2025-12-31,ASI,Customer,Not meet expectation,Change Emergency Contact Number,Data Update
92984,2025-12-31,ASI,Customer,Not meet expectation,Login constraints because the cellphone number is not active,Data Update
92985,2025-12-31,ASI,Customer,Not meet expectation,Not getting a bonus from inviting friends,Promo/Lotteries/Events
92986,2025-12-31,ASI,Customer,Not meet expectation,Understanding Lucky Draw,Promo/Undian/Event
92987,2025-12-31,ASI,Customer,Not meet expectation,Understanding Lucky Draw,Promo/Undian/Event
92988,2025-12-31,ASI,Customer,Not meet expectation,Shopping vocher exchange constraints,Voucher
92989,2025-12-31,ASI,Customer,Not meet expectation,Help ACC loan application,Loan
92990,2025-12-31,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92991,2025-12-31,ASI,Customer,Not meet expectation,loan limit reduced,Loan
92992,2025-12-31,ASI,Customer,Not meet expectation,Cash loans are not possible,Loan
92993,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
92994,2025-12-31,ASI,Customer,Not meet expectation,Unable to pay loan via BCA,Loan
92995,2025-12-31,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
92996,2025-12-31,ASI,Customer,Not meet expectation,Can't pay bills via Alfamart,Loan
92997,2025-12-31,ASI,Customer,Not meet expectation,Failed to apply for a loan,Loan
